Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type,Customer_ID,Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn
225,Louisiana,South,Small Market,109.0,113.0,201.0,67.0,45.0,20.0,400.0,80.0,50.0,100.0,150.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular,234,40,Female,196.27,2932.86,1,44,24.04,3,4,4,221,False,Ignored,True
225,Louisiana,South,Small Market,96.0,109.0,185.0,65.0,44.0,20.0,372.0,70.0,50.0,90.0,140.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular,235,23,Other,136.94,3202.86,7,96,403.53,1,1,4,44,True,Unsubscribed,False
225,Louisiana,South,Small Market,86.0,99.0,169.0,60.0,41.0,18.0,329.0,70.0,30.0,70.0,100.0,5,10/01/11 00:00:00,Espresso,Caffe Mocha,Regular,236,41,Other,178.58,1989.42,2,22,47.42,4,1,2,196,False,Responded,True
225,Louisiana,South,Small Market,46.0,66.0,114.0,41.0,35.0,12.0,320.0,20.0,30.0,50.0,80.0,5,12/01/11 00:00:00,Espresso,Caffe Mocha,Regular,237,61,Male,120.07,9029.04,15,14,180.64,9,0,1,10,False,Responded,True
225,Louisiana,South,Small Market,31.0,68.0,114.0,46.0,37.0,14.0,388.0,40.0,30.0,60.0,90.0,6,04/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,238,50,Male,153.49,8598.14,4,72,274.89,6,4,5,164,True,Ignored,True
225,Louisiana,South,Small Market,21.0,54.0,90.0,36.0,33.0,11.0,462.0,20.0,30.0,40.0,70.0,6,07/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,239,29,Female,158.7,4670.23,18,46,150.08,6,1,5,7,False,Responded,False
225,Louisiana,South,Small Market,34.0,71.0,120.0,49.0,37.0,15.0,454.0,30.0,30.0,60.0,90.0,6,11/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,240,58,Female,183.48,3735.79,8,29,382.26,6,1,2,231,False,Ignored,True
225,Louisiana,South,Small Market,27.0,63.0,106.0,43.0,36.0,13.0,466.0,20.0,30.0,50.0,80.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,241,38,Female,47.06,9396.88,15,83,487.32,1,1,1,82,False,Unsubscribed,True
225,Louisiana,South,Small Market,39.0,65.0,109.0,45.0,34.0,14.0,410.0,40.0,30.0,60.0,90.0,6,05/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,242,28,Female,120.49,2301.5,12,30,236.66,1,4,3,86,True,Ignored,True
225,Louisiana,South,Small Market,32.0,59.0,98.0,40.0,33.0,12.0,443.0,30.0,30.0,50.0,80.0,6,06/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,243,61,Male,97.11,5580.07,14,62,476.85,8,1,2,126,False,Ignored,False
225,Louisiana,South,Small Market,29.0,54.0,89.0,36.0,31.0,11.0,462.0,20.0,30.0,40.0,70.0,6,07/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,244,55,Female,186.17,639.53,1,27,459.35,7,4,3,204,True,Responded,True
225,Louisiana,South,Small Market,36.0,63.0,111.0,48.0,27.0,15.0,593.0,40.0,40.0,60.0,100.0,8,06/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,245,46,Other,38.92,1992.9,1,51,410.95,0,0,3,297,True,Responded,True
225,Louisiana,South,Small Market,87.0,133.0,236.0,103.0,46.0,33.0,564.0,110.0,80.0,130.0,210.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,246,65,Male,196.86,6079.87,19,16,366.16,6,4,3,264,True,Ignored,False
225,Louisiana,South,Small Market,77.0,120.0,214.0,94.0,43.0,31.0,540.0,70.0,80.0,110.0,190.0,8,12/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,247,58,Other,177.58,6655.62,18,47,19.81,6,0,3,28,True,Unsubscribed,True
225,Louisiana,South,Small Market,42.0,107.0,193.0,86.0,65.0,32.0,484.0,40.0,80.0,100.0,180.0,9,02/01/10 00:00:00,Herbal Tea,Lemon,Decaf,248,20,Female,33.29,5851.86,10,66,451.79,3,0,4,298,True,Ignored,False
225,Louisiana,South,Small Market,25.0,83.0,150.0,67.0,58.0,25.0,599.0,30.0,60.0,80.0,140.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf,249,45,Male,108.37,8709.05,6,52,290.57,3,1,2,320,True,Unsubscribed,True
225,Louisiana,South,Small Market,39.0,88.0,159.0,72.0,56.0,27.0,606.0,40.0,60.0,90.0,150.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf,250,37,Other,149.16,9934.71,13,26,74.47,8,0,5,347,True,Ignored,False
225,Louisiana,South,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,60.0,60.0,90.0,150.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf,251,43,Male,152.87,7662.23,18,19,348.79,2,0,1,203,True,Responded,True
225,Louisiana,South,Small Market,1.0,87.0,160.0,63.0,86.0,57.0,187.0,0.0,50.0,70.0,120.0,4,03/01/11 00:00:00,Espresso,Caffe Latte,Regular,252,41,Other,183.17,4704.41,4,40,143.23,8,2,4,229,True,Unsubscribed,True
225,Louisiana,South,Small Market,-4.0,75.0,127.0,53.0,73.0,48.0,-267.0,10.0,40.0,70.0,110.0,4,06/01/11 00:00:00,Espresso,Caffe Latte,Regular,253,69,Male,163.98,8355.95,4,49,348.95,1,2,2,294,False,Ignored,False
225,Louisiana,South,Small Market,-8.0,66.0,112.0,47.0,67.0,42.0,-395.0,0.0,40.0,50.0,90.0,4,07/01/11 00:00:00,Espresso,Caffe Latte,Regular,254,64,Other,75.97,1291.84,3,46,49.41,3,2,3,97,False,Unsubscribed,True
225,Louisiana,South,Small Market,-4.0,76.0,140.0,55.0,79.0,49.0,-1053.0,0.0,40.0,60.0,100.0,4,12/01/11 00:00:00,Espresso,Caffe Latte,Regular,255,38,Other,109.72,6864.38,6,23,487.78,4,3,4,6,True,Unsubscribed,True
234,Ohio,Central,Major Market,19.0,62.0,108.0,46.0,43.0,15.0,415.0,40.0,40.0,70.0,110.0,1,08/01/10 00:00:00,Coffee,Amaretto,Regular,256,47,Other,146.32,5231.54,7,28,42.6,4,4,1,253,True,Ignored,False
234,Ohio,Central,Major Market,49.0,79.0,147.0,59.0,46.0,19.0,411.0,50.0,50.0,80.0,130.0,1,11/01/11 00:00:00,Coffee,Amaretto,Regular,257,21,Male,44.92,1862.85,9,76,435.18,3,4,3,314,False,Unsubscribed,False
234,Ohio,Central,Major Market,43.0,73.0,135.0,54.0,44.0,17.0,424.0,40.0,50.0,70.0,120.0,1,12/01/11 00:00:00,Coffee,Amaretto,Regular,258,53,Other,54.92,9732.04,1,45,164.79,3,2,2,202,True,Ignored,True
234,Ohio,Central,Major Market,19.0,51.0,85.0,34.0,32.0,10.0,428.0,30.0,30.0,50.0,80.0,2,08/01/10 00:00:00,Coffee,Columbian,Regular,259,57,Other,106.59,3450.53,13,39,153.62,3,1,4,347,True,Ignored,True
234,Ohio,Central,Major Market,33.0,61.0,102.0,42.0,34.0,13.0,384.0,30.0,40.0,60.0,100.0,2,05/01/11 00:00:00,Coffee,Columbian,Regular,260,27,Female,73.68,6192.69,7,1,203.54,4,2,3,44,True,Unsubscribed,True
234,Ohio,Central,Major Market,26.0,55.0,92.0,38.0,33.0,12.0,414.0,20.0,40.0,50.0,90.0,2,06/01/11 00:00:00,Coffee,Columbian,Regular,261,27,Other,175.26,8798.08,8,10,388.55,7,4,4,295,False,Ignored,False
234,Ohio,Central,Major Market,25.0,51.0,84.0,34.0,31.0,10.0,432.0,30.0,30.0,50.0,80.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular,262,59,Female,125.53,5116.22,10,23,107.88,9,2,3,89,True,Responded,True
234,Ohio,Central,Major Market,47.0,68.0,121.0,46.0,36.0,14.0,424.0,40.0,40.0,70.0,110.0,2,11/01/11 00:00:00,Coffee,Columbian,Regular,263,41,Male,82.76,1239.86,7,70,229.07,3,1,3,133,False,Unsubscribed,True
234,Ohio,Central,Major Market,-3.0,74.0,126.0,52.0,77.0,47.0,509.0,20.0,50.0,80.0,130.0,3,09/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,264,21,Other,172.79,8205.52,6,24,249.51,2,4,3,75,True,Responded,False
234,Ohio,Central,Major Market,-3.0,75.0,127.0,53.0,72.0,48.0,458.0,20.0,50.0,80.0,130.0,3,05/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,265,64,Male,164.88,3596.82,5,71,454.69,1,0,4,218,False,Responded,True
234,Ohio,Central,Major Market,-8.0,63.0,106.0,44.0,64.0,40.0,496.0,20.0,40.0,70.0,110.0,3,06/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,266,44,Female,199.7,9832.36,8,87,281.88,2,1,5,125,False,Responded,False
234,Ohio,Central,Major Market,-7.0,71.0,130.0,51.0,76.0,46.0,503.0,30.0,40.0,70.0,110.0,3,10/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,267,68,Female,172.52,8849.87,16,88,322.94,3,3,1,310,False,Responded,True
234,Ohio,Central,Major Market,98.0,170.0,340.0,170.0,72.0,47.0,1073.0,140.0,190.0,210.0,400.0,5,02/01/10 00:00:00,Espresso,Caffe Mocha,Regular,268,62,Male,94.6,8549.15,4,66,448.1,9,2,4,176,False,Responded,False
234,Ohio,Central,Major Market,154.0,171.0,382.0,170.0,76.0,47.0,1091.0,140.0,190.0,210.0,400.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular,269,21,Other,42.95,3626.91,8,56,173.34,2,4,2,28,False,Responded,False
234,Ohio,Central,Major Market,159.0,182.0,387.0,181.0,75.0,50.0,1283.0,170.0,230.0,230.0,460.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular,270,49,Male,171.32,7595.58,9,56,45.4,6,1,1,90,False,Ignored,False
234,Ohio,Central,Major Market,15.0,71.0,129.0,58.0,56.0,22.0,325.0,40.0,60.0,90.0,150.0,6,03/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,271,27,Female,30.76,9864.66,19,27,396.37,5,3,1,28,False,Ignored,True
234,Ohio,Central,Major Market,15.0,32.0,53.0,21.0,17.0,5.0,449.0,30.0,10.0,30.0,40.0,8,03/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,272,28,Female,83.05,5310.58,15,32,381.78,7,4,3,131,False,Unsubscribed,True
234,Ohio,Central,Major Market,22.0,32.0,56.0,21.0,17.0,5.0,449.0,30.0,10.0,30.0,40.0,8,03/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,273,45,Other,185.55,4760.25,8,20,168.91,6,4,2,319,True,Responded,False
234,Ohio,Central,Major Market,24.0,32.0,56.0,21.0,16.0,5.0,454.0,30.0,10.0,30.0,40.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,274,63,Female,192.94,245.19,3,62,474.5,7,2,4,364,False,Ignored,True
234,Ohio,Central,Major Market,79.0,141.0,235.0,94.0,62.0,31.0,697.0,70.0,80.0,120.0,200.0,11,05/01/10 00:00:00,Tea,Darjeeling,Regular,275,25,Other,135.3,7032.02,3,26,418.51,1,1,3,2,False,Responded,False
234,Ohio,Central,Major Market,103.0,172.0,286.0,114.0,69.0,37.0,810.0,100.0,90.0,160.0,250.0,11,08/01/10 00:00:00,Tea,Darjeeling,Regular,276,57,Other,143.96,8598.93,17,72,11.38,9,0,2,265,False,Unsubscribed,False
234,Ohio,Central,Major Market,65.0,123.0,205.0,82.0,58.0,27.0,788.0,60.0,50.0,90.0,140.0,11,10/01/10 00:00:00,Tea,Darjeeling,Regular,277,39,Other,27.64,2549.83,14,12,61.78,2,4,2,360,True,Ignored,False
234,Ohio,Central,Major Market,144.0,155.0,285.0,112.0,58.0,34.0,502.0,90.0,90.0,140.0,230.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular,278,51,Female,112.61,3218.74,14,58,237.63,3,1,1,57,True,Ignored,True
234,Ohio,Central,Major Market,120.0,134.0,245.0,96.0,53.0,29.0,666.0,80.0,80.0,120.0,200.0,12,09/01/11 00:00:00,Tea,Earl Grey,Regular,279,62,Male,118.44,5056.7,2,56,456.05,8,3,2,311,True,Ignored,False
239,Florida,East,Major Market,52.0,77.0,130.0,53.0,25.0,14.0,803.0,70.0,50.0,90.0,140.0,13,05/01/10 00:00:00,Tea,Green Tea,Regular,280,52,Male,81.22,813.59,14,18,96.37,1,0,5,61,False,Responded,True
239,Florida,East,Major Market,44.0,48.0,91.0,33.0,21.0,9.0,777.0,40.0,30.0,50.0,80.0,13,01/01/11 00:00:00,Tea,Green Tea,Regular,281,52,Female,32.35,987.46,11,55,337.79,7,4,2,314,False,Responded,True
239,Florida,East,Major Market,80.0,85.0,143.0,59.0,25.0,16.0,842.0,70.0,60.0,90.0,150.0,13,06/01/11 00:00:00,Tea,Green Tea,Regular,282,42,Male,61.2,4269.0,14,1,435.33,2,2,5,22,False,Ignored,True
239,Florida,East,Major Market,80.0,85.0,143.0,59.0,25.0,16.0,870.0,70.0,60.0,90.0,150.0,13,07/01/11 00:00:00,Tea,Green Tea,Regular,283,51,Male,84.44,2686.07,7,12,465.64,2,2,3,130,False,Responded,False
239,Florida,East,Major Market,9.0,111.0,190.0,79.0,102.0,72.0,551.0,30.0,70.0,110.0,180.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular,284,23,Female,98.33,4119.77,19,37,331.47,7,0,4,62,False,Unsubscribed,True
239,Florida,East,Major Market,18.0,134.0,230.0,96.0,116.0,87.0,683.0,50.0,80.0,130.0,210.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular,285,58,Male,126.37,4598.42,8,78,182.89,8,4,4,5,True,Ignored,True
239,Florida,East,Major Market,14.0,111.0,213.0,79.0,107.0,72.0,551.0,30.0,70.0,110.0,180.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular,286,54,Female,150.03,9765.11,14,9,188.27,0,4,5,274,True,Ignored,True
239,Florida,East,Major Market,44.0,173.0,294.0,124.0,131.0,112.0,717.0,60.0,110.0,180.0,290.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular,287,18,Other,77.17,9448.17,4,64,383.5,3,3,1,132,True,Responded,True
239,Florida,East,Major Market,60.0,116.0,202.0,86.0,56.0,28.0,547.0,90.0,70.0,110.0,180.0,6,10/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,288,29,Other,79.21,1483.33,11,11,436.71,9,3,4,287,True,Responded,False
239,Florida,East,Major Market,48.0,62.0,109.0,48.0,25.0,15.0,593.0,30.0,30.0,50.0,80.0,8,06/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,289,52,Male,23.54,8837.6,4,90,481.32,6,2,2,173,True,Unsubscribed,False
239,Florida,East,Major Market,13.0,66.0,120.0,54.0,53.0,20.0,312.0,20.0,40.0,50.0,90.0,9,01/01/10 00:00:00,Herbal Tea,Lemon,Decaf,290,23,Female,27.36,894.05,6,10,382.03,6,2,4,307,True,Ignored,False
239,Florida,East,Major Market,47.0,92.0,170.0,78.0,45.0,24.0,995.0,50.0,50.0,80.0,130.0,10,05/01/10 00:00:00,Herbal Tea,Mint,Decaf,291,34,Other,66.41,5125.59,6,85,283.81,7,4,3,88,True,Unsubscribed,True
239,Florida,East,Major Market,76.0,103.0,187.0,86.0,45.0,26.0,1081.0,50.0,60.0,80.0,140.0,10,07/01/11 00:00:00,Herbal Tea,Mint,Decaf,292,26,Female,153.24,1722.71,2,5,457.4,4,1,2,81,False,Unsubscribed,True
239,Florida,East,Major Market,44.0,48.0,90.0,32.0,21.0,8.0,821.0,40.0,30.0,50.0,80.0,11,01/01/11 00:00:00,Tea,Darjeeling,Regular,293,19,Female,133.1,3722.33,19,60,471.97,9,3,3,128,True,Ignored,True
239,Florida,East,Major Market,52.0,62.0,104.0,43.0,22.0,12.0,864.0,50.0,40.0,70.0,110.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular,294,35,Female,158.56,7459.07,1,40,239.12,4,0,4,346,True,Unsubscribed,False
253,Washington,West,Small Market,58.0,104.0,175.0,71.0,46.0,22.0,373.0,90.0,80.0,130.0,210.0,2,05/01/10 00:00:00,Coffee,Columbian,Regular,295,66,Male,158.41,4302.6,13,81,474.71,3,0,1,92,True,Ignored,True
253,Washington,West,Small Market,58.0,104.0,176.0,72.0,46.0,23.0,461.0,80.0,80.0,120.0,200.0,2,12/01/10 00:00:00,Coffee,Columbian,Regular,296,53,Other,174.18,8088.82,14,83,305.59,8,0,2,16,True,Responded,False
253,Washington,West,Small Market,80.0,104.0,173.0,71.0,43.0,22.0,373.0,90.0,80.0,130.0,210.0,2,05/01/11 00:00:00,Coffee,Columbian,Regular,297,45,Male,149.66,7216.28,3,79,210.42,7,2,3,25,False,Ignored,False
253,Washington,West,Small Market,104.0,125.0,209.0,86.0,46.0,27.0,463.0,120.0,100.0,160.0,260.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular,298,58,Female,196.22,9434.11,19,88,442.58,9,1,5,258,False,Responded,True
253,Washington,West,Small Market,74.0,93.0,166.0,63.0,43.0,20.0,446.0,70.0,70.0,110.0,180.0,2,11/01/11 00:00:00,Coffee,Columbian,Regular,299,54,Other,181.79,5388.14,17,53,215.65,2,0,3,181,True,Responded,True
253,Washington,West,Small Market,16.0,129.0,221.0,92.0,113.0,83.0,599.0,60.0,110.0,160.0,270.0,3,05/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,300,66,Male,125.61,8041.26,4,49,186.57,8,2,5,267,True,Responded,True
253,Washington,West,Small Market,16.0,130.0,224.0,94.0,114.0,85.0,694.0,40.0,110.0,150.0,260.0,3,11/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,301,43,Other,125.87,3296.78,13,31,411.17,9,3,5,330,False,Unsubscribed,False
253,Washington,West,Small Market,22.0,128.0,234.0,92.0,113.0,83.0,541.0,60.0,110.0,160.0,270.0,3,02/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,302,21,Male,26.17,3522.88,9,4,487.78,1,3,1,330,True,Unsubscribed,False
253,Washington,West,Small Market,22.0,129.0,219.0,92.0,105.0,83.0,599.0,60.0,110.0,160.0,270.0,3,05/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,303,57,Female,199.73,4065.05,4,11,334.83,2,1,5,130,True,Responded,False
253,Washington,West,Small Market,3.0,90.0,155.0,65.0,87.0,58.0,513.0,10.0,40.0,60.0,100.0,13,02/01/10 00:00:00,Tea,Green Tea,Regular,304,53,Other,43.68,4168.07,10,33,168.63,5,2,2,75,True,Unsubscribed,False
253,Washington,West,Small Market,0.0,87.0,150.0,63.0,87.0,57.0,521.0,10.0,40.0,60.0,100.0,13,04/01/10 00:00:00,Tea,Green Tea,Regular,305,68,Female,153.26,1122.21,13,22,419.47,3,4,4,42,True,Unsubscribed,False
253,Washington,West,Small Market,-5.0,66.0,113.0,47.0,71.0,42.0,622.0,0.0,30.0,40.0,70.0,13,07/01/10 00:00:00,Tea,Green Tea,Regular,306,48,Female,167.78,5239.08,18,42,457.81,1,3,3,107,True,Ignored,True
253,Washington,West,Small Market,-11.0,61.0,104.0,44.0,64.0,39.0,617.0,10.0,20.0,50.0,70.0,13,08/01/11 00:00:00,Tea,Green Tea,Regular,307,47,Other,87.15,1058.35,12,98,83.04,6,2,2,30,True,Ignored,True
253,Washington,West,Small Market,13.0,66.0,120.0,54.0,53.0,20.0,312.0,20.0,50.0,60.0,110.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular,308,67,Other,55.43,8908.65,16,19,161.62,1,1,5,77,True,Responded,True
253,Washington,West,Small Market,12.0,65.0,118.0,53.0,53.0,20.0,306.0,20.0,50.0,60.0,110.0,5,02/01/10 00:00:00,Espresso,Caffe Mocha,Regular,309,51,Male,37.78,712.26,1,98,312.37,8,3,2,193,False,Ignored,False
253,Washington,West,Small Market,12.0,66.0,120.0,54.0,54.0,20.0,301.0,20.0,50.0,60.0,110.0,5,03/01/10 00:00:00,Espresso,Caffe Mocha,Regular,310,36,Male,154.75,4551.97,14,52,172.97,5,2,2,350,False,Responded,True
253,Washington,West,Small Market,15.0,70.0,127.0,57.0,55.0,21.0,313.0,30.0,50.0,70.0,120.0,5,04/01/10 00:00:00,Espresso,Caffe Mocha,Regular,311,35,Female,101.48,2918.47,7,77,312.85,9,4,1,67,False,Unsubscribed,False
253,Washington,West,Small Market,23.0,82.0,149.0,67.0,59.0,25.0,391.0,30.0,60.0,80.0,140.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular,312,47,Male,148.47,1633.21,5,64,415.34,3,4,5,70,False,Unsubscribed,True
253,Washington,West,Small Market,16.0,70.0,126.0,56.0,54.0,21.0,385.0,50.0,40.0,70.0,110.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular,313,38,Other,184.77,7859.98,2,53,77.86,3,1,2,17,False,Responded,False
253,Washington,West,Small Market,49.0,96.0,177.0,81.0,47.0,25.0,1046.0,60.0,70.0,90.0,160.0,6,06/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,314,20,Other,46.39,7177.83,4,67,315.85,7,3,3,15,True,Unsubscribed,True
253,Washington,West,Small Market,56.0,103.0,189.0,86.0,47.0,26.0,1081.0,70.0,80.0,100.0,180.0,6,07/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,315,23,Other,185.45,1544.88,10,90,335.05,6,1,1,11,False,Ignored,False
253,Washington,West,Small Market,48.0,94.0,174.0,80.0,46.0,24.0,1055.0,80.0,60.0,90.0,150.0,6,10/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,316,55,Female,94.09,6364.38,15,95,438.16,4,4,2,133,False,Ignored,True
253,Washington,West,Small Market,51.0,96.0,176.0,80.0,45.0,24.0,1079.0,60.0,70.0,100.0,170.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,317,30,Male,74.95,7946.3,19,52,359.32,5,1,3,7,True,Responded,False
253,Washington,West,Small Market,106.0,176.0,292.0,116.0,70.0,38.0,962.0,110.0,90.0,160.0,250.0,8,04/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,318,62,Male,189.75,7755.99,15,93,396.61,5,3,3,109,True,Ignored,True
253,Washington,West,Small Market,91.0,155.0,258.0,103.0,64.0,33.0,1130.0,100.0,80.0,140.0,220.0,8,09/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,319,20,Male,198.32,1013.57,19,42,91.1,2,3,5,152,True,Ignored,False
253,Washington,West,Small Market,109.0,140.0,230.0,92.0,57.0,30.0,1102.0,90.0,70.0,130.0,200.0,8,06/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,320,65,Male,55.8,6886.58,10,18,74.91,3,2,2,86,False,Unsubscribed,True
253,Washington,West,Small Market,104.0,135.0,223.0,90.0,56.0,29.0,1139.0,80.0,70.0,120.0,190.0,8,08/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,321,45,Male,138.23,7188.64,3,15,453.21,8,2,5,261,True,Responded,True
253,Washington,West,Small Market,156.0,174.0,308.0,115.0,69.0,37.0,1166.0,110.0,100.0,160.0,260.0,8,12/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,322,39,Male,39.17,8635.45,11,60,91.1,5,0,3,56,True,Responded,True
253,Washington,West,Small Market,45.0,70.0,118.0,48.0,25.0,13.0,839.0,50.0,40.0,60.0,100.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf,323,57,Male,137.16,5129.64,18,61,191.48,9,2,2,105,False,Unsubscribed,False
253,Washington,West,Small Market,55.0,64.0,106.0,43.0,22.0,12.0,822.0,50.0,30.0,60.0,90.0,9,06/01/11 00:00:00,Herbal Tea,Lemon,Decaf,324,57,Female,168.92,4664.83,2,14,397.18,3,0,5,258,True,Responded,True
253,Washington,West,Small Market,65.0,68.0,123.0,47.0,24.0,13.0,834.0,40.0,40.0,60.0,100.0,9,11/01/11 00:00:00,Herbal Tea,Lemon,Decaf,325,29,Male,143.21,9654.65,18,98,39.62,4,2,5,206,False,Unsubscribed,False
253,Washington,West,Small Market,45.0,84.0,133.0,49.0,39.0,15.0,342.0,40.0,30.0,60.0,90.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular,326,40,Male,95.12,7985.47,15,23,264.81,9,3,4,172,False,Responded,True
253,Washington,West,Small Market,42.0,79.0,126.0,47.0,37.0,14.0,366.0,30.0,30.0,50.0,80.0,11,08/01/10 00:00:00,Tea,Darjeeling,Regular,327,48,Male,88.95,5631.44,16,62,277.49,6,3,1,42,True,Responded,True
253,Washington,West,Small Market,109.0,113.0,201.0,67.0,45.0,20.0,400.0,50.0,40.0,80.0,120.0,11,01/01/11 00:00:00,Tea,Darjeeling,Regular,328,35,Female,90.76,3373.11,19,89,11.99,2,1,3,351,True,Responded,False
253,Washington,West,Small Market,67.0,84.0,142.0,49.0,39.0,15.0,342.0,40.0,30.0,60.0,90.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular,329,24,Male,126.15,8467.86,19,31,202.64,8,3,3,105,True,Unsubscribed,True
253,Washington,West,Small Market,45.0,66.0,114.0,41.0,36.0,12.0,320.0,20.0,30.0,40.0,70.0,11,12/01/11 00:00:00,Tea,Darjeeling,Regular,330,25,Female,178.68,4608.82,12,11,454.51,5,3,5,78,True,Unsubscribed,True
253,Washington,West,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,390.0,40.0,40.0,60.0,100.0,12,01/01/10 00:00:00,Tea,Earl Grey,Regular,331,36,Female,187.23,1017.58,6,4,218.86,5,0,3,348,False,Unsubscribed,False
253,Washington,West,Small Market,38.0,77.0,129.0,52.0,39.0,16.0,376.0,30.0,30.0,50.0,80.0,12,03/01/10 00:00:00,Tea,Earl Grey,Regular,332,46,Female,29.64,4603.55,12,32,457.61,8,1,3,40,True,Ignored,False
253,Washington,West,Small Market,30.0,68.0,114.0,46.0,38.0,14.0,388.0,20.0,30.0,40.0,70.0,12,04/01/10 00:00:00,Tea,Earl Grey,Regular,333,61,Other,52.69,8732.49,7,33,164.72,9,3,2,263,False,Responded,False
253,Washington,West,Small Market,42.0,63.0,113.0,43.0,35.0,13.0,466.0,20.0,30.0,40.0,70.0,12,12/01/11 00:00:00,Tea,Earl Grey,Regular,334,37,Male,40.2,4537.99,10,14,257.61,9,3,4,297,True,Ignored,True
253,Washington,West,Small Market,35.0,63.0,112.0,49.0,28.0,16.0,611.0,40.0,40.0,60.0,100.0,4,03/01/10 00:00:00,Espresso,Caffe Latte,Regular,335,67,Other,54.8,242.06,12,50,423.09,8,4,2,18,True,Ignored,False
253,Washington,West,Small Market,11.0,30.0,52.0,22.0,19.0,7.0,570.0,20.0,20.0,30.0,50.0,4,11/01/10 00:00:00,Espresso,Caffe Latte,Regular,336,59,Male,82.39,6153.7,16,40,490.91,7,3,2,131,False,Responded,True
253,Washington,West,Small Market,13.0,32.0,56.0,24.0,19.0,7.0,567.0,20.0,20.0,30.0,50.0,4,12/01/10 00:00:00,Espresso,Caffe Latte,Regular,337,47,Female,111.18,9958.72,13,1,382.0,1,4,3,107,True,Unsubscribed,True
253,Washington,West,Small Market,52.0,62.0,117.0,48.0,27.0,15.0,617.0,40.0,40.0,60.0,100.0,4,02/01/11 00:00:00,Espresso,Caffe Latte,Regular,338,64,Female,133.3,8190.76,13,25,178.39,9,2,3,196,False,Responded,True
